,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,TAX,PTRATIO,B,LSTAT,RAD_1.0,RAD_2.0,RAD_3.0,RAD_4.0,RAD_5.0,RAD_6.0,RAD_7.0,RAD_8.0,RAD_24.0,Label
0,0.00632,18.0,2.31,0.0,0.538,6.575,65.2,4.09,296.0,15.300000000000002,396.9,4.98,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1,0.02731,0.0,7.070000000000001,0.0,0.469,6.421,78.9,4.9671,242.0,17.8,396.9,9.14,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
2,0.027290000000000002,0.0,7.070000000000001,0.0,0.469,7.185,61.10000000000001,4.9671,242.0,17.8,392.83,4.03,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
3,0.03237,0.0,2.18,0.0,0.458,6.998000000000001,45.8,6.0622,222.0,18.7,394.63,2.94,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2
4,0.06905,0.0,2.18,0.0,0.458,7.147,54.2,6.0622,222.0,18.7,396.9,5.33,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2
5,0.029849999999999998,0.0,2.18,0.0,0.458,6.43,58.7,6.0622,222.0,18.7,394.12,5.21,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2
6,0.08829,12.5,7.87,0.0,0.524,6.012,66.6,5.560500000000001,311.0,15.2,395.6,12.430000000000001,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
7,0.14455,12.5,7.87,0.0,0.524,6.172,96.1,5.950499999999999,311.0,15.2,396.9,19.15,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
8,0.21124,12.5,7.87,0.0,0.524,5.631000000000001,100.0,6.0821000000000005,311.0,15.2,386.63,29.93,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
9,0.17004,12.5,7.87,0.0,0.524,6.004,85.9,6.5921,311.0,15.2,386.71,17.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
10,0.22489,12.5,7.87,0.0,0.524,6.377,94.3,6.346700000000001,311.0,15.2,392.52,20.450000000000003,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
11,0.11747,12.5,7.87,0.0,0.524,6.009,82.9,6.2267,311.0,15.2,396.9,13.27,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
12,0.09378,12.5,7.87,0.0,0.524,5.889,39.0,5.4509,311.0,15.2,390.5,15.71,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
13,0.62976,0.0,8.14,0.0,0.538,5.949,61.8,4.7075,307.0,21.000000000000004,396.9,8.26,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3
14,0.63796,0.0,8.14,0.0,0.538,6.096,84.5,4.4619,307.0,21.000000000000004,380.02,10.26,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3
15,0.62739,0.0,8.14,0.0,0.538,5.834,56.5,4.4986,307.0,21.000000000000004,395.62,8.47,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3
16,1.05393,0.0,8.14,0.0,0.538,5.935,29.3,4.4986,307.0,21.000000000000004,386.85,6.58,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3
17,0.7842000000000001,0.0,8.14,0.0,0.538,5.990000000000001,81.7,4.2579,307.0,21.000000000000004,386.75,14.67,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3
18,0.80271,0.0,8.14,0.0,0.538,5.456000000000001,36.6,3.7965,307.0,21.000000000000004,288.99,11.69,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3
19,0.7258,0.0,8.14,0.0,0.538,5.727,69.5,3.7965,307.0,21.000000000000004,390.95,11.28,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3
20,1.25179,0.0,8.14,0.0,0.538,5.57,98.1,3.7978999999999994,307.0,21.000000000000004,376.57,21.020000000000003,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3
21,0.85204,0.0,8.14,0.0,0.538,5.965,89.2,4.0123,307.0,21.000000000000004,392.53,13.83,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3
22,1.23247,0.0,8.14,0.0,0.538,6.142000000000001,91.7,3.9769,307.0,21.000000000000004,396.9,18.72,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3
23,0.98843,0.0,8.14,0.0,0.538,5.813,100.0,4.0952,307.0,21.000000000000004,394.54,19.880000000000003,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3
24,0.75026,0.0,8.14,0.0,0.538,5.924,94.1,4.3996,307.0,21.000000000000004,394.33,16.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3
25,0.84054,0.0,8.14,0.0,0.538,5.599,85.7,4.4546,307.0,21.000000000000004,303.42,16.51,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3
26,0.67191,0.0,8.14,0.0,0.538,5.813,90.3,4.682,307.0,21.000000000000004,376.88,14.81,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3
27,0.9557700000000001,0.0,8.14,0.0,0.538,6.046999999999999,88.8,4.4534,307.0,21.000000000000004,306.38,17.28,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3
28,0.77299,0.0,8.14,0.0,0.538,6.495,94.4,4.4547,307.0,21.000000000000004,387.94,12.800000000000002,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3
29,1.00245,0.0,8.14,0.0,0.538,6.674,87.3,4.239,307.0,21.000000000000004,380.23,11.980000000000002,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3
30,1.13081,0.0,8.14,0.0,0.538,5.713,94.1,4.233,307.0,21.000000000000004,360.17,22.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3
31,1.35472,0.0,8.14,0.0,0.538,6.072,100.0,4.175,307.0,21.000000000000004,376.73,13.04,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3
32,1.38799,0.0,8.14,0.0,0.538,5.95,82.0,3.9900000000000007,307.0,21.000000000000004,232.60000000000002,27.710000000000004,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3
33,1.15172,0.0,8.14,0.0,0.538,5.701,95.0,3.7872,307.0,21.000000000000004,358.77,18.35,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3
34,1.61282,0.0,8.14,0.0,0.538,6.096,96.9,3.7597999999999994,307.0,21.000000000000004,248.30999999999997,20.340000000000003,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3
35,0.06417,0.0,5.96,0.0,0.49900000000000005,5.933,68.2,3.3603,279.0,19.2,396.9,9.68,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
36,0.09743999999999998,0.0,5.96,0.0,0.49900000000000005,5.841,61.4,3.3779,279.0,19.2,377.56,11.41,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
37,0.08014,0.0,5.96,0.0,0.49900000000000005,5.85,41.5,3.9342,279.0,19.2,396.9,8.77,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
38,0.17505,0.0,5.96,0.0,0.49900000000000005,5.966,30.200000000000003,3.8473,279.0,19.2,393.43,10.13,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
39,0.02763,75.0,2.95,0.0,0.428,6.595000000000001,21.8,5.4011,252.0,18.3,395.63,4.32,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2
40,0.03359,75.0,2.95,0.0,0.428,7.024,15.800000000000002,5.4011,252.0,18.3,395.62,1.98,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2
41,0.12744,0.0,6.909999999999999,0.0,0.448,6.77,2.9,5.7209,233.0,17.9,385.41,4.84,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2
42,0.1415,0.0,6.909999999999999,0.0,0.448,6.1690000000000005,6.599999999999999,5.7209,233.0,17.9,383.37,5.81,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2
43,0.15936,0.0,6.909999999999999,0.0,0.448,6.211000000000001,6.5,5.7209,233.0,17.9,394.46,7.44,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2
44,0.12268999999999998,0.0,6.909999999999999,0.0,0.448,6.069,40.0,5.7209,233.0,17.9,389.39,9.55,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2
45,0.17142,0.0,6.909999999999999,0.0,0.448,5.682,33.8,5.1004,233.0,17.9,396.9,10.21,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2
46,0.18836,0.0,6.909999999999999,0.0,0.448,5.786,33.3,5.1004,233.0,17.9,396.9,14.15,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2
47,0.22927,0.0,6.909999999999999,0.0,0.448,6.03,85.5,5.6894,233.0,17.9,392.74,18.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2
48,0.25387,0.0,6.909999999999999,0.0,0.448,5.399,95.3,5.87,233.0,17.9,396.9,30.810000000000002,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2
49,0.21976999999999997,0.0,6.909999999999999,0.0,0.448,5.602,62.0,6.0877,233.0,17.9,396.9,16.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2
50,0.08873000000000002,21.0,5.64,0.0,0.439,5.963,45.7,6.8147,243.0,16.8,395.56,13.45,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3
51,0.04337,21.0,5.64,0.0,0.439,6.115,62.99999999999999,6.8147,243.0,16.8,393.97,9.43,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3
52,0.0536,21.0,5.64,0.0,0.439,6.511,21.1,6.8147,243.0,16.8,396.9,5.28,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3
53,0.04981,21.0,5.64,0.0,0.439,5.998,21.4,6.8147,243.0,16.8,396.9,8.43,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3
54,0.013600000000000001,75.0,4.0,0.0,0.41,5.888,47.6,7.3197,468.99999999999994,21.1,396.9,14.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2
55,0.01311,90.0,1.22,0.0,0.403,7.249,21.9,8.6966,226.0,17.9,395.93,4.81,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
56,0.020549999999999995,85.0,0.74,0.0,0.41,6.382999999999999,35.7,9.1876,313.0,17.3,396.9,5.77,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
57,0.01432,100.0,1.3199999999999998,0.0,0.411,6.816000000000001,40.5,8.3248,256.0,15.1,392.9,3.95,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
58,0.15445,25.0,5.13,0.0,0.453,6.145,29.200000000000003,7.8148,284.0,19.7,390.68,6.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2
59,0.10328000000000001,25.0,5.13,0.0,0.453,5.926999999999999,47.2,6.932,284.0,19.7,396.9,9.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2
60,0.14932,25.0,5.13,0.0,0.453,5.7410000000000005,66.2,7.2254,284.0,19.7,395.11,13.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2
61,0.17171,25.0,5.13,0.0,0.453,5.966,93.4,6.8185,284.0,19.7,378.08,14.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2
62,0.11026999999999999,25.0,5.13,0.0,0.453,6.456,67.8,7.225500000000001,284.0,19.7,396.9,6.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2
63,0.1265,25.0,5.13,0.0,0.453,6.762,43.4,7.9809,284.0,19.7,395.58,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2
64,0.01951,17.5,1.38,0.0,0.4161,7.104,59.5,9.2229,216.0,18.6,393.24,8.05,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2
65,0.03584,80.0,3.37,0.0,0.398,6.29,17.8,6.6115,337.0,16.1,396.9,4.67,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3
66,0.04379000000000001,80.0,3.37,0.0,0.398,5.786999999999999,31.1,6.6115,337.0,16.1,396.9,10.24,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3
67,0.05789,12.5,6.07,0.0,0.409,5.878,21.4,6.498,345.0,18.9,396.21,8.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3
68,0.13554,12.5,6.07,0.0,0.409,5.594000000000001,36.8,6.498,345.0,18.9,396.9,13.09,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3
69,0.12816,12.5,6.07,0.0,0.409,5.885,33.0,6.498,345.0,18.9,396.9,8.79,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3
70,0.08826,0.0,10.81,0.0,0.413,6.417,6.599999999999999,5.2873,305.0,19.2,383.73,6.72,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3
71,0.15876,0.0,10.81,0.0,0.413,5.961,17.5,5.2873,305.0,19.2,376.94,9.88,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3
72,0.09164,0.0,10.81,0.0,0.413,6.065,7.800000000000001,5.2873,305.0,19.2,390.91,5.52,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3
73,0.19539000000000004,0.0,10.81,0.0,0.413,6.244999999999999,6.199999999999999,5.2873,305.0,19.2,377.17,7.54,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3
74,0.07896,0.0,12.83,0.0,0.437,6.273,6.0,4.2515,398.0,18.7,394.92,6.779999999999999,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
75,0.09512,0.0,12.83,0.0,0.437,6.286,45.0,4.5026,398.0,18.7,383.23,8.94,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
76,0.10153,0.0,12.83,0.0,0.437,6.279,74.5,4.0522,398.0,18.7,373.66,11.97,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
77,0.08707,0.0,12.83,0.0,0.437,6.14,45.8,4.0905,398.0,18.7,386.96,10.27,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
78,0.05646,0.0,12.83,0.0,0.437,6.232,53.699999999999996,5.0141,398.0,18.7,386.4,12.34,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
79,0.08387,0.0,12.83,0.0,0.437,5.874,36.6,4.5026,398.0,18.7,396.06,9.100000000000001,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
80,0.04113,25.0,4.86,0.0,0.426,6.727,33.5,5.4007,281.0,19.0,396.9,5.29,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3
81,0.04462,25.0,4.86,0.0,0.426,6.619,70.4,5.4007,281.0,19.0,395.63,7.22,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3
82,0.03659,25.0,4.86,0.0,0.426,6.302,32.2,5.4007,281.0,19.0,396.9,6.72,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3
83,0.03551,25.0,4.86,0.0,0.426,6.167000000000001,46.7,5.4007,281.0,19.0,390.64,7.51,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3
84,0.05059,0.0,4.49,0.0,0.449,6.389,48.0,4.7794,247.0,18.5,396.9,9.62,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2
85,0.05735,0.0,4.49,0.0,0.449,6.63,56.1,4.4377,247.0,18.5,392.3,6.53,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2
86,0.05188,0.0,4.49,0.0,0.449,6.015000000000001,45.1,4.4272,247.0,18.5,395.99,12.86,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2
87,0.07151,0.0,4.49,0.0,0.449,6.1209999999999996,56.79999999999999,3.7476,247.0,18.5,395.15,8.44,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2
88,0.05659999999999999,0.0,3.4099999999999997,0.0,0.48900000000000005,7.007,86.3,3.4216999999999995,270.0,17.8,396.9,5.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
89,0.053020000000000005,0.0,3.4099999999999997,0.0,0.48900000000000005,7.079,63.10000000000001,3.4144999999999994,270.0,17.8,396.06,5.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
90,0.04684,0.0,3.4099999999999997,0.0,0.48900000000000005,6.417,66.1,3.0923,270.0,17.8,392.18,8.81,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
91,0.03932,0.0,3.4099999999999997,0.0,0.48900000000000005,6.405,73.9,3.0921,270.0,17.8,393.55,8.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
92,0.04203,28.000000000000004,15.039999999999997,0.0,0.464,6.442,53.599999999999994,3.6658999999999997,270.0,18.2,395.01,8.16,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3
93,0.028749999999999998,28.000000000000004,15.039999999999997,0.0,0.464,6.211000000000001,28.9,3.6658999999999997,270.0,18.2,396.33,6.21,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3
94,0.04294,28.000000000000004,15.039999999999997,0.0,0.464,6.249,77.3,3.615,270.0,18.2,396.9,10.59,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3
95,0.12204,0.0,2.89,0.0,0.445,6.625000000000001,57.8,3.4952,276.0,18.0,357.98,6.65,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
96,0.11504,0.0,2.89,0.0,0.445,6.163,69.6,3.4952,276.0,18.0,391.83,11.34,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
97,0.12083,0.0,2.89,0.0,0.445,8.069,76.0,3.4952,276.0,18.0,396.9,4.21,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
98,0.08187,0.0,2.89,0.0,0.445,7.82,36.9,3.4952,276.0,18.0,393.53,3.57,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
99,0.0686,0.0,2.89,0.0,0.445,7.416,62.5,3.4952,276.0,18.0,396.9,6.19,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
100,0.14866,0.0,8.56,0.0,0.52,6.727,79.9,2.7778,384.0,20.9,394.76,9.42,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
101,0.11432,0.0,8.56,0.0,0.52,6.780999999999999,71.3,2.8561,384.0,20.9,395.58,7.67,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
102,0.22876000000000002,0.0,8.56,0.0,0.52,6.405,85.4,2.7147,384.0,20.9,70.8,10.63,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
103,0.21161,0.0,8.56,0.0,0.52,6.137,87.4,2.7147,384.0,20.9,394.47,13.44,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
104,0.1396,0.0,8.56,0.0,0.52,6.167000000000001,90.0,2.421,384.0,20.9,392.69,12.33,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
105,0.13262,0.0,8.56,0.0,0.52,5.851,96.7,2.1069,384.0,20.9,394.05,16.47,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
106,0.1712,0.0,8.56,0.0,0.52,5.836,91.9,2.211,384.0,20.9,395.67,18.66,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
107,0.13117,0.0,8.56,0.0,0.52,6.127,85.2,2.1224,384.0,20.9,387.69,14.09,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
108,0.12802,0.0,8.56,0.0,0.52,6.474,97.1,2.4329,384.0,20.9,395.24,12.27,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
109,0.26363,0.0,8.56,0.0,0.52,6.228999999999999,91.2,2.5451000000000006,384.0,20.9,391.23,15.55,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
110,0.10793,0.0,8.56,0.0,0.52,6.195,54.400000000000006,2.7778,384.0,20.9,393.49,13.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
111,0.10084,0.0,10.01,0.0,0.547,6.715,81.6,2.6775,432.0,17.8,395.59,10.16,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2
112,0.12329,0.0,10.01,0.0,0.547,5.913,92.9,2.3534,432.0,17.8,394.95,16.21,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2
113,0.22211999999999998,0.0,10.01,0.0,0.547,6.092,95.4,2.548,432.0,17.8,396.9,17.09,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2
114,0.14231,0.0,10.01,0.0,0.547,6.253999999999999,84.2,2.2565,432.0,17.8,388.74,10.45,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2
115,0.17134,0.0,10.01,0.0,0.547,5.928,88.2,2.4631,432.0,17.8,344.91,15.760000000000002,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2
116,0.13158,0.0,10.01,0.0,0.547,6.175999999999999,72.5,2.7301,432.0,17.8,393.3,12.04,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2
117,0.15098,0.0,10.01,0.0,0.547,6.021,82.6,2.7474,432.0,17.8,394.51,10.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2
118,0.13058,0.0,10.01,0.0,0.547,5.871999999999999,73.1,2.4775,432.0,17.8,338.63,15.37,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2
119,0.14476,0.0,10.01,0.0,0.547,5.731,65.2,2.7592,432.0,17.8,391.5,13.61,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2
120,0.06899,0.0,25.65,0.0,0.581,5.869999999999999,69.7,2.2577,188.0,19.1,389.15,14.37,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
121,0.07165,0.0,25.65,0.0,0.581,6.004,84.1,2.1974,188.0,19.1,377.67,14.27,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
122,0.09299,0.0,25.65,0.0,0.581,5.961,92.9,2.0869,188.0,19.1,378.09,17.93,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
123,0.15038,0.0,25.65,0.0,0.581,5.855999999999999,97.0,1.9444,188.0,19.1,370.31,25.410000000000004,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
124,0.09849000000000001,0.0,25.65,0.0,0.581,5.8790000000000004,95.8,2.0063,188.0,19.1,379.38,17.58,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
125,0.16902,0.0,25.65,0.0,0.581,5.986,88.4,1.9929,188.0,19.1,385.02,14.81,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
126,0.38735,0.0,25.65,0.0,0.581,5.613,95.6,1.7572,188.0,19.1,359.29,27.26,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
